,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1380,rajasthan,2021,4,Merchant payments,221774624,151967969235.0213
1381,rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165
1382,rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643
1383,rajasthan,2021,4,Financial Services,265091,263180819.6932125
1384,rajasthan,2021,4,Others,1034011,656777820.7586894
1385,rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965
1386,rajasthan,2021,3,Merchant payments,167819345,105548321875.05884
1387,rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.41771
1388,rajasthan,2021,3,Financial Services,197211,190362135.86135098
1389,rajasthan,2021,3,Others,815568,524328574.25040925
1390,rajasthan,2018,1,Recharge & bill payments,4305940,868358581.1737025
1391,rajasthan,2018,1,Peer-to-peer payments,2540658,7547652852.662634
1392,rajasthan,2018,1,Financial Services,202537,37125466.49571308
1393,rajasthan,2018,1,Merchant payments,184127,201212697.26059398
1394,rajasthan,2018,1,Others,358428,271943533.1341365
1395,rajasthan,2018,2,Recharge & bill payments,5288093,1511007056.105427
1396,rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602.422176
1397,rajasthan,2018,2,Merchant payments,345752,342809667.5935513
1398,rajasthan,2018,2,Financial Services,279471,52145152.93902289
1399,rajasthan,2018,2,Others,289826,311536696.6979239
1400,rajasthan,2018,4,Peer-to-peer payments,10752729,33578327037.682457
1401,rajasthan,2018,4,Recharge & bill payments,7557003,2743591538.8320713
1402,rajasthan,2018,4,Merchant payments,1985927,1172254323.9731452
1403,rajasthan,2018,4,Financial Services,311632,40412563.014562674
1404,rajasthan,2018,4,Others,352432,374501619.8364362
1405,rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922.14291
1406,rajasthan,2018,3,Recharge & bill payments,5894660,2252031409.939968
1407,rajasthan,2018,3,Merchant payments,711240,445504998.0014268
1408,rajasthan,2018,3,Financial Services,230083,30185982.18078412
1409,rajasthan,2018,3,Others,300323,302431358.9473551
1410,rajasthan,2022,1,Merchant payments,267467038,171182113048.26318
1411,rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1678
1412,rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577
1413,rajasthan,2022,1,Financial Services,244029,243340851.71204624
1414,rajasthan,2022,1,Others,956656,556409604.9103613
1415,rajasthan,2022,2,Merchant payments,336900860,208238945148.44
1416,rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231
1417,rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.564705
1418,rajasthan,2022,2,Financial Services,170705,175399371.37748802
1419,rajasthan,2022,2,Others,838365,452454748.2866859
1420,rajasthan,2022,4,Merchant payments,457778005,275194969877.524
1421,rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.5203
1422,rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313
1423,rajasthan,2022,4,Financial Services,244442,270658680.97924906
1424,rajasthan,2022,4,Others,725173,500361375.69058275
1425,rajasthan,2022,3,Merchant payments,398104319,230609701751.02283
1426,rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.5621
1427,rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405
1428,rajasthan,2022,3,Financial Services,215235,220271929.84233993
1429,rajasthan,2022,3,Others,719925,449514643.6055006
1430,mizoram,2023,1,Peer-to-peer payments,593994,2560331179.0
1431,mizoram,2023,1,Recharge & bill payments,234313,98553348.0
1432,mizoram,2023,1,Merchant payments,221560,293428579.0
1433,mizoram,2023,1,Financial Services,1044,2065983.0
1434,mizoram,2023,1,Others,1684,1243650.0
1435,mizoram,2023,2,Peer-to-peer payments,673375,2715818146.0
1436,mizoram,2023,2,Merchant payments,291229,369968035.0
1437,mizoram,2023,2,Recharge & bill payments,241862,102587776.0
1438,mizoram,2023,2,Financial Services,1144,2164348.0
1439,mizoram,2023,2,Others,1320,1268271.0
1440,mizoram,2020,1,Recharge & bill payments,85067,24356294.58523286
1441,mizoram,2020,1,Peer-to-peer payments,57916,356260523.23262954
1442,mizoram,2020,1,Merchant payments,9961,10404414.592504771
1443,mizoram,2020,1,Financial Services,119,283854.3188381147
1444,mizoram,2020,1,Others,546,772492.6204317764
1445,mizoram,2020,2,Recharge & bill payments,127592,37504550.77732091
1446,mizoram,2020,2,Peer-to-peer payments,60021,404110075.0863959
1447,mizoram,2020,2,Merchant payments,10056,14627463.664270937
1448,mizoram,2020,2,Financial Services,244,434960.2799078573
1449,mizoram,2020,2,Others,549,516383.63442262856
1450,mizoram,2020,4,Peer-to-peer payments,141038,887252744.067668
1451,mizoram,2020,4,Recharge & bill payments,140297,45386403.17281592
1452,mizoram,2020,4,Merchant payments,39676,52094800.565094605
1453,mizoram,2020,4,Financial Services,607,855201.5881157237
1454,mizoram,2020,4,Others,989,932966.3002634952
1455,mizoram,2020,3,Recharge & bill payments,132664,40941077.032856956
1456,mizoram,2020,3,Peer-to-peer payments,99644,634560147.3506901
1457,mizoram,2020,3,Merchant payments,20934,30693648.236451425
1458,mizoram,2020,3,Financial Services,535,824864.513127287
1459,mizoram,2020,3,Others,926,924438.3714747172
1460,mizoram,2019,1,Peer-to-peer payments,35126,204183867.4116538
1461,mizoram,2019,1,Recharge & bill payments,30327,6760113.704148788
1462,mizoram,2019,1,Merchant payments,3984,6470456.031897823
1463,mizoram,2019,1,Financial Services,133,33512.39606736117
1464,mizoram,2019,1,Others,736,712945.8536347556
1465,mizoram,2019,2,Peer-to-peer payments,37364,233471780.00357005
1466,mizoram,2019,2,Recharge & bill payments,31903,7823562.397702506
1467,mizoram,2019,2,Merchant payments,5646,5889316.861228463
1468,mizoram,2019,2,Financial Services,80,14455.380988399309
1469,mizoram,2019,2,Others,678,817593.4915248882
1470,mizoram,2019,4,Recharge & bill payments,60511,16857122.3073061
1471,mizoram,2019,4,Peer-to-peer payments,57109,341664291.4936854
1472,mizoram,2019,4,Merchant payments,6939,9451111.139352825
1473,mizoram,2019,4,Financial Services,100,20966.3333050078
1474,mizoram,2019,4,Others,580,695859.360839114
1475,mizoram,2019,3,Recharge & bill payments,49073,12966806.696277115
1476,mizoram,2019,3,Peer-to-peer payments,42645,257538220.22775066
1477,mizoram,2019,3,Merchant payments,5560,7397529.021326996
1478,mizoram,2019,3,Financial Services,94,72985.31151294889
1479,mizoram,2019,3,Others,722,818358.6944744462
1480,mizoram,2021,1,Peer-to-peer payments,156386,982955112.1892779
1481,mizoram,2021,1,Recharge & bill payments,128055,45558278.22323953
1482,mizoram,2021,1,Merchant payments,43511,70289687.94622748
1483,mizoram,2021,1,Financial Services,648,1330632.9787811027
1484,mizoram,2021,1,Others,975,971875.6084117102
1485,mizoram,2021,2,Peer-to-peer payments,173064,995581952.903405
1486,mizoram,2021,2,Recharge & bill payments,161763,56059844.239659324
1487,mizoram,2021,2,Merchant payments,57877,69528721.40156102
1488,mizoram,2021,2,Financial Services,611,710657.5065644829
1489,mizoram,2021,2,Others,1025,993297.250902934
1490,mizoram,2021,4,Peer-to-peer payments,272209,1545255603.4119103
1491,mizoram,2021,4,Recharge & bill payments,179405,67548806.84754582
1492,mizoram,2021,4,Merchant payments,99265,154183940.72826496
1493,mizoram,2021,4,Financial Services,695,2202285.707728365
1494,mizoram,2021,4,Others,1755,1475104.827591939
1495,mizoram,2021,3,Peer-to-peer payments,224873,1290523196.259221
1496,mizoram,2021,3,Recharge & bill payments,177281,67493206.62394348
1497,mizoram,2021,3,Merchant payments,74553,113697005.89820999
1498,mizoram,2021,3,Financial Services,522,806905.9729422838
1499,mizoram,2021,3,Others,1300,1228335.4576346257
1500,mizoram,2018,1,Recharge & bill payments,10155,2199565.258913744
1501,mizoram,2018,1,Peer-to-peer payments,6845,41186717.278001666
1502,mizoram,2018,1,Merchant payments,616,1066002.1670622267
1503,mizoram,2018,1,Financial Services,260,65022.49896840689
1504,mizoram,2018,1,Others,685,709912.772844791
1505,mizoram,2018,2,Recharge & bill payments,13550,3107406.501616686
1506,mizoram,2018,2,Peer-to-peer payments,11427,77040044.25291511
1507,mizoram,2018,2,Merchant payments,1310,2368711.975892641
1508,mizoram,2018,2,Financial Services,167,60939.77304627103
1509,mizoram,2018,2,Others,597,931303.0542636234
1510,mizoram,2018,4,Peer-to-peer payments,26212,177049162.13058332
1511,mizoram,2018,4,Recharge & bill payments,24533,5523702.976434887
1512,mizoram,2018,4,Merchant payments,3699,6911586.608122997
1513,mizoram,2018,4,Financial Services,145,35654.18337878893
1514,mizoram,2018,4,Others,653,906746.6310095722
1515,mizoram,2018,3,Peer-to-peer payments,18564,108783543.9098094
1516,mizoram,2018,3,Recharge & bill payments,17610,4050433.5962071815
1517,mizoram,2018,3,Merchant payments,2310,2952533.8004545765
1518,mizoram,2018,3,Financial Services,240,43891.23943201654
1519,mizoram,2018,3,Others,592,770335.5794872268
1520,mizoram,2022,1,Peer-to-peer payments,302740,1691281089.989316
1521,mizoram,2022,1,Recharge & bill payments,190137,76541062.33691595
1522,mizoram,2022,1,Merchant payments,109669,174157725.41469872
1523,mizoram,2022,1,Financial Services,731,1657575.282816791
1524,mizoram,2022,1,Others,1640,1521510.587498479
1525,mizoram,2022,2,Peer-to-peer payments,332102,1739114390.3016624
1526,mizoram,2022,2,Recharge & bill payments,172281,70775723.34635986
1527,mizoram,2022,2,Merchant payments,137279,191484723.76839563
1528,mizoram,2022,2,Financial Services,656,801633.2114598342
1529,mizoram,2022,2,Others,1659,1010096.4810587188
1530,mizoram,2022,4,Peer-to-peer payments,378295,1750113148.3068104
1531,mizoram,2022,4,Merchant payments,164389,222455759.17733783
1532,mizoram,2022,4,Recharge & bill payments,148573,63477925.042983845
1533,mizoram,2022,4,Financial Services,932,949850.198945797
1534,mizoram,2022,4,Others,1585,914402.5369417528
1535,mizoram,2022,3,Peer-to-peer payments,349715,1665955694.9848173
1536,mizoram,2022,3,Recharge & bill payments,156874,68463689.80469275
1537,mizoram,2022,3,Merchant payments,150320,209934220.28326848
1538,mizoram,2022,3,Financial Services,802,880187.5512756812
1539,mizoram,2022,3,Others,1327,1031819.4438998674
1540,himachal-pradesh,2023,1,Merchant payments,14694013,9023136407.0
1541,himachal-pradesh,2023,1,Peer-to-peer payments,8637695,26709451358.0
1542,himachal-pradesh,2023,1,Recharge & bill payments,3901516,1950250571.0
1543,himachal-pradesh,2023,1,Financial Services,25722,30757925.0
1544,himachal-pradesh,2023,1,Others,42780,27351473.0
1545,himachal-pradesh,2023,2,Merchant payments,19954117,11643011071.0
1546,himachal-pradesh,2023,2,Peer-to-peer payments,10781507,33008088763.0
1547,himachal-pradesh,2023,2,Recharge & bill payments,4247339,2159052653.0
1548,himachal-pradesh,2023,2,Financial Services,27709,34689932.0
1549,himachal-pradesh,2023,2,Others,50923,30221299.0
1550,himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356756.9678606
1551,himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925.118802
1552,himachal-pradesh,2020,1,Merchant payments,711018,427497010.10439825
1553,himachal-pradesh,2020,1,Financial Services,4711,3172303.6900622216
1554,himachal-pradesh,2020,1,Others,18788,14613755.241563875
1555,himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231470.1628922
1556,himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738488218.640328
1557,himachal-pradesh,2020,2,Merchant payments,570031,479165630.6102103
1558,himachal-pradesh,2020,2,Financial Services,7634,7359757.737539303
1559,himachal-pradesh,2020,2,Others,14642,9659685.392965626
1560,himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777.7250878
1561,himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857.229637
1562,himachal-pradesh,2020,4,Merchant payments,2001259,1589433440.2684097
1563,himachal-pradesh,2020,4,Financial Services,11353,15534252.217986543
1564,himachal-pradesh,2020,4,Others,27027,21510781.37178286
1565,himachal-pradesh,2020,3,Recharge & bill payments,2416395,834567922.2742614
1566,himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806586536.659174
1567,himachal-pradesh,2020,3,Merchant payments,1090445,851539467.337558
1568,himachal-pradesh,2020,3,Financial Services,9543,11391079.288736572
1569,himachal-pradesh,2020,3,Others,19001,11969008.527252048
1570,himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233587.9236507
1571,himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987.03977025
1572,himachal-pradesh,2019,1,Merchant payments,115553,86624660.3112043
1573,himachal-pradesh,2019,1,Financial Services,9585,1424229.9989233727
1574,himachal-pradesh,2019,1,Others,20730,17676977.717503674
1575,himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007670.958708
1576,himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864579.97562265
1577,himachal-pradesh,2019,2,Merchant payments,248517,141088575.8726466
1578,himachal-pradesh,2019,2,Financial Services,5013,1453651.5352588107
1579,himachal-pradesh,2019,2,Others,30110,25469495.268363245
1580,himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533855301.069828
1581,himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619114.99428564
1582,himachal-pradesh,2019,4,Merchant payments,467309,314965060.6352696
1583,himachal-pradesh,2019,4,Financial Services,4576,1769641.9665086274
1584,himachal-pradesh,2019,4,Others,22239,17954418.582290154
1585,himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570066.9967147
1586,himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039276845.295213
1587,himachal-pradesh,2019,3,Merchant payments,312575,182746198.16430056
1588,himachal-pradesh,2019,3,Financial Services,3096,1775673.9713265826
1589,himachal-pradesh,2019,3,Others,25170,20649996.69578039
1590,himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.572702
1591,himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443391
1592,himachal-pradesh,2021,1,Merchant payments,2186946,1778219850.8347864
1593,himachal-pradesh,2021,1,Financial Services,12561,16554205.504427344
1594,himachal-pradesh,2021,1,Others,21430,18764977.931273177
1595,himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397
1596,himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208
1597,himachal-pradesh,2021,2,Merchant payments,2883209,2378084375.199477
1598,himachal-pradesh,2021,2,Financial Services,14642,16428390.62373627
1599,himachal-pradesh,2021,2,Others,28918,19788385.405835297
1600,himachal-pradesh,2021,4,Merchant payments,6062931,5228613146.743451
1601,himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.584805
1602,himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138
1603,himachal-pradesh,2021,4,Financial Services,18198,24809740.714031782
1604,himachal-pradesh,2021,4,Others,50971,35578926.74639452
1605,himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.204865
1606,himachal-pradesh,2021,3,Merchant payments,4198808,3524434949.634083
1607,himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280356
1608,himachal-pradesh,2021,3,Financial Services,14497,22805774.600357123
1609,himachal-pradesh,2021,3,Others,36303,23834687.160697926
1610,himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.82607427
1611,himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303
1612,himachal-pradesh,2018,1,Merchant payments,13241,13851230.83495245
1613,himachal-pradesh,2018,1,Financial Services,8955,2040522.724771278
1614,himachal-pradesh,2018,1,Others,20779,16752849.503009535
1615,himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.414042
1616,himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071
1617,himachal-pradesh,2018,2,Merchant payments,27851,31961300.882765952
1618,himachal-pradesh,2018,2,Financial Services,11330,4108919.3075577794
1619,himachal-pradesh,2018,2,Others,19436,19681794.59544668
1620,himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4432017
1621,himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879.4462624
1622,himachal-pradesh,2018,4,Merchant payments,86963,87575811.80014335
1623,himachal-pradesh,2018,4,Financial Services,11834,2283052.790977265
1624,himachal-pradesh,2018,4,Others,20243,21180141.658664487
1625,himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916
1626,himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427
1627,himachal-pradesh,2018,3,Merchant payments,40675,31168155.22193054
1628,himachal-pradesh,2018,3,Financial Services,8182,1552275.0537747287
1629,himachal-pradesh,2018,3,Others,17693,16293930.078267336
