,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
2227,andhra-pradesh,2020,3,Recharge & bill payments,43500067,19475104674.827175
2228,andhra-pradesh,2020,3,Financial Services,243088,256074924.7187529
2229,andhra-pradesh,2020,3,Others,312329,151582519.18136686
2230,andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595
2231,andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771377
2232,andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.3706346
2233,andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048
2234,andhra-pradesh,2019,1,Others,361263,284937624.5393019
2235,andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.47021
2236,andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.9101095
2237,andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959
2238,andhra-pradesh,2019,2,Financial Services,145310,26626696.771042537
2239,andhra-pradesh,2019,2,Others,448802,361492238.3966455
2240,andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.68753
2241,andhra-pradesh,2019,4,Merchant payments,25122370,13476303367.50486
2242,andhra-pradesh,2019,4,Recharge & bill payments,24469888,8335168605.691999
2243,andhra-pradesh,2019,4,Financial Services,105662,26796571.745749153
2244,andhra-pradesh,2019,4,Others,338672,216496893.16102877
2245,andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.51532
2246,andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.598906
2247,andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369
2248,andhra-pradesh,2019,3,Financial Services,122270,29778183.027080443
2249,andhra-pradesh,2019,3,Others,413437,298142027.58625776
2250,andhra-pradesh,2021,1,Peer-to-peer payments,149313738,580542193013.0018
2251,andhra-pradesh,2021,1,Merchant payments,97920281,70813192713.43477
2252,andhra-pradesh,2021,1,Recharge & bill payments,41940689,20546424964.14482
2253,andhra-pradesh,2021,1,Financial Services,225355,270313028.48452014
2254,andhra-pradesh,2021,1,Others,347907,272546457.5502677
2255,andhra-pradesh,2021,2,Peer-to-peer payments,189614879,737004484057.439
2256,andhra-pradesh,2021,2,Merchant payments,112875274,88512429436.91248
2257,andhra-pradesh,2021,2,Recharge & bill payments,49626902,24646800345.106976
2258,andhra-pradesh,2021,2,Financial Services,243237,265483044.40124667
2259,andhra-pradesh,2021,2,Others,406842,308302224.3856007
2260,andhra-pradesh,2021,4,Peer-to-peer payments,262006450,971269765249.1282
2261,andhra-pradesh,2021,4,Merchant payments,207538904,152883933596.5386
2262,andhra-pradesh,2021,4,Recharge & bill payments,51762842,31232784713.985794
2263,andhra-pradesh,2021,4,Financial Services,243951,332740108.6635881
2264,andhra-pradesh,2021,4,Others,701856,545223415.6638832
2265,andhra-pradesh,2021,3,Peer-to-peer payments,221280317,837841124664.307
2266,andhra-pradesh,2021,3,Merchant payments,158290953,118164377968.16754
2267,andhra-pradesh,2021,3,Recharge & bill payments,51702350,27511344958.24361
2268,andhra-pradesh,2021,3,Financial Services,211171,297239697.83073866
2269,andhra-pradesh,2021,3,Others,547759,403948275.56756073
2270,andhra-pradesh,2018,1,Recharge & bill payments,5027448,892293975.6698562
2271,andhra-pradesh,2018,1,Peer-to-peer payments,3049646,10524250283.178782
2272,andhra-pradesh,2018,1,Merchant payments,362672,247297640.24000686
2273,andhra-pradesh,2018,1,Financial Services,204305,44808449.7639544
2274,andhra-pradesh,2018,1,Others,395514,287626042.970705
2275,andhra-pradesh,2018,2,Recharge & bill payments,6456387,1598591488.4880352
2276,andhra-pradesh,2018,2,Peer-to-peer payments,4745000,20451493098.8953
2277,andhra-pradesh,2018,2,Merchant payments,604847,436785223.86032957
2278,andhra-pradesh,2018,2,Financial Services,225621,68952114.81374599
2279,andhra-pradesh,2018,2,Others,322063,328092346.575651
2280,andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.13608
2281,andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957
2282,andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256
2283,andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068
2284,andhra-pradesh,2018,4,Others,389411,315211361.26249415
2285,andhra-pradesh,2018,3,Peer-to-peer payments,16129591,32738630444.668724
2286,andhra-pradesh,2018,3,Recharge & bill payments,7542005,1949098146.8941927
2287,andhra-pradesh,2018,3,Merchant payments,1225416,685277254.5076212
2288,andhra-pradesh,2018,3,Financial Services,380324,60790077.57437308
2289,andhra-pradesh,2018,3,Others,348725,284248675.5700202
2290,andhra-pradesh,2022,1,Peer-to-peer payments,288488560,1089629182596.4781
2291,andhra-pradesh,2022,1,Merchant payments,242031836,169419685917.19562
2292,andhra-pradesh,2022,1,Recharge & bill payments,51224170,34473036841.83001
2293,andhra-pradesh,2022,1,Financial Services,231651,324358965.11859065
2294,andhra-pradesh,2022,1,Others,627694,474382234.25397474
2295,andhra-pradesh,2022,2,Peer-to-peer payments,321362337,1231408926513.7114
2296,andhra-pradesh,2022,2,Merchant payments,292530048,205433660654.20898
2297,andhra-pradesh,2022,2,Recharge & bill payments,56606969,42408541939.06145
2298,andhra-pradesh,2022,2,Financial Services,192751,245783011.04455262
2299,andhra-pradesh,2022,2,Others,441925,357036084.9071137
2300,andhra-pradesh,2022,4,Merchant payments,321632104,211898851397.09848
2301,andhra-pradesh,2022,4,Peer-to-peer payments,315734006,1170249585983.0112
2302,andhra-pradesh,2022,4,Recharge & bill payments,52098850,41986837706.47902
2303,andhra-pradesh,2022,4,Financial Services,206459,250596592.06465048
2304,andhra-pradesh,2022,4,Others,345658,339211363.0027188
2305,andhra-pradesh,2022,3,Peer-to-peer payments,298804000,1140164525892.7397
2306,andhra-pradesh,2022,3,Merchant payments,291033653,202910820650.0824
2307,andhra-pradesh,2022,3,Recharge & bill payments,52467708,41438764826.20322
2308,andhra-pradesh,2022,3,Financial Services,187190,239347241.54655045
2309,andhra-pradesh,2022,3,Others,362484,323951101.5715289
2310,jharkhand,2023,1,Merchant payments,126431470,72343574616.0
2311,jharkhand,2023,1,Peer-to-peer payments,91879570,283548545074.0
2312,jharkhand,2023,1,Recharge & bill payments,21800176,11236559383.0
2313,jharkhand,2023,1,Financial Services,99366,97678666.0
2314,jharkhand,2023,1,Others,247521,144978282.0
2315,jharkhand,2023,2,Merchant payments,156552949,85510419374.0
2316,jharkhand,2023,2,Peer-to-peer payments,107475200,324260678898.0
2317,jharkhand,2023,2,Recharge & bill payments,24866991,12206164188.0
2318,jharkhand,2023,2,Financial Services,101922,101245470.0
2319,jharkhand,2023,2,Others,236831,136219578.0
2320,jharkhand,2020,1,Peer-to-peer payments,8196850,29875044416.372463
2321,jharkhand,2020,1,Recharge & bill payments,5454093,1358517296.9653778
2322,jharkhand,2020,1,Merchant payments,4499942,2298726414.666834
2323,jharkhand,2020,1,Financial Services,46483,31523887.510064334
2324,jharkhand,2020,1,Others,85345,47420137.7540625
2325,jharkhand,2020,2,Peer-to-peer payments,8724053,32662370316.521744
2326,jharkhand,2020,2,Recharge & bill payments,7538593,1987320466.8540502
2327,jharkhand,2020,2,Merchant payments,3753633,2662438204.2556615
2328,jharkhand,2020,2,Financial Services,56553,130249402.00867195
2329,jharkhand,2020,2,Others,68679,43823586.28346999
2330,jharkhand,2020,4,Peer-to-peer payments,17120664,60733288288.10599
2331,jharkhand,2020,4,Merchant payments,14168381,9347677563.842455
2332,jharkhand,2020,4,Recharge & bill payments,7945996,2582828438.736846
2333,jharkhand,2020,4,Financial Services,60989,63947540.001266286
2334,jharkhand,2020,4,Others,135603,77432999.35699823
2335,jharkhand,2020,3,Peer-to-peer payments,11984094,43128110246.27049
2336,jharkhand,2020,3,Merchant payments,7728846,5163578368.000801
2337,jharkhand,2020,3,Recharge & bill payments,7211293,2217657034.9022017
2338,jharkhand,2020,3,Financial Services,56918,63233533.18627854
2339,jharkhand,2020,3,Others,87322,50036637.653871216
2340,jharkhand,2019,1,Peer-to-peer payments,5952105,12664709652.347084
2341,jharkhand,2019,1,Recharge & bill payments,2347079,440323945.0577217
2342,jharkhand,2019,1,Merchant payments,892826,391616776.11217976
2343,jharkhand,2019,1,Financial Services,105558,47227410.81132864
2344,jharkhand,2019,1,Others,90140,83358664.9497917
2345,jharkhand,2019,2,Peer-to-peer payments,5155937,17044444613.808352
2346,jharkhand,2019,2,Recharge & bill payments,2734377,562210324.8161657
2347,jharkhand,2019,2,Merchant payments,2049311,862186711.5217196
2348,jharkhand,2019,2,Financial Services,67479,51588987.16245511
2349,jharkhand,2019,2,Others,121107,102270668.23762833
2350,jharkhand,2019,4,Peer-to-peer payments,10301226,25360155657.218044
2351,jharkhand,2019,4,Recharge & bill payments,4390094,966539484.5717083
2352,jharkhand,2019,4,Merchant payments,3359590,1725990595.6016066
2353,jharkhand,2019,4,Financial Services,104630,45850806.127185926
2354,jharkhand,2019,4,Others,93078,49211833.15857271
2355,jharkhand,2019,3,Peer-to-peer payments,5708187,19050145624.077984
2356,jharkhand,2019,3,Merchant payments,4766457,1494546030.8330803
2357,jharkhand,2019,3,Recharge & bill payments,3527625,754845093.6112013
2358,jharkhand,2019,3,Financial Services,103620,80276391.6477037
2359,jharkhand,2019,3,Others,114758,86160853.1891717
2360,jharkhand,2021,1,Peer-to-peer payments,19151083,69198235576.72797
2361,jharkhand,2021,1,Merchant payments,17489113,11545580927.24733
2362,jharkhand,2021,1,Recharge & bill payments,7826608,2888409672.132301
2363,jharkhand,2021,1,Financial Services,50526,54836609.32711602
2364,jharkhand,2021,1,Others,104333,62290337.70487929
2365,jharkhand,2021,2,Peer-to-peer payments,24184568,86037113965.37598
2366,jharkhand,2021,2,Merchant payments,19041292,14731458451.37311
2367,jharkhand,2021,2,Recharge & bill payments,10583445,3531023352.488878
2368,jharkhand,2021,2,Financial Services,54379,57959229.95440879
2369,jharkhand,2021,2,Others,138461,75088312.26558907
2370,jharkhand,2021,4,Merchant payments,45007900,30397134744.16734
2371,jharkhand,2021,4,Peer-to-peer payments,39476282,130461675107.99458
2372,jharkhand,2021,4,Recharge & bill payments,11173974,4920513757.583611
2373,jharkhand,2021,4,Financial Services,72802,82938673.40787342
2374,jharkhand,2021,4,Others,278084,154856720.55251962
2375,jharkhand,2021,3,Peer-to-peer payments,30113326,97742557031.75543
2376,jharkhand,2021,3,Merchant payments,29687162,19954619973.19194
2377,jharkhand,2021,3,Recharge & bill payments,10742405,4029136911.757236
2378,jharkhand,2021,3,Financial Services,51289,65035270.30823113
2379,jharkhand,2021,3,Others,201520,99665931.8402131
2380,jharkhand,2018,1,Recharge & bill payments,1095857,132181815.28422523
2381,jharkhand,2018,1,Peer-to-peer payments,809459,2036315435.6551185
2382,jharkhand,2018,1,Financial Services,107755,45483178.104925826
2383,jharkhand,2018,1,Merchant payments,66299,66465337.511485815
2384,jharkhand,2018,1,Others,99551,93740623.36363094
2385,jharkhand,2018,2,Recharge & bill payments,1398777,208894647.78855115
2386,jharkhand,2018,2,Peer-to-peer payments,1375872,4205862516.777491
2387,jharkhand,2018,2,Financial Services,160637,65554548.24621317
2388,jharkhand,2018,2,Merchant payments,130339,138889079.16124776
2389,jharkhand,2018,2,Others,86455,102374867.08935027
2390,jharkhand,2018,4,Peer-to-peer payments,3325473,9414019816.80093
2391,jharkhand,2018,4,Recharge & bill payments,1885135,328077093.4784577
2392,jharkhand,2018,4,Merchant payments,845956,373435992.4816617
2393,jharkhand,2018,4,Financial Services,136918,36357465.52244099
2394,jharkhand,2018,4,Others,90561,90026272.83887212
2395,jharkhand,2018,3,Peer-to-peer payments,6003688,8142915751.203348
2396,jharkhand,2018,3,Recharge & bill payments,1539476,256930062.20347697
2397,jharkhand,2018,3,Merchant payments,287427,155059935.04035243
2398,jharkhand,2018,3,Financial Services,216343,38182603.57787939
2399,jharkhand,2018,3,Others,75687,68483065.67956133
2400,jharkhand,2022,1,Merchant payments,53218047,35404682302.81973
2401,jharkhand,2022,1,Peer-to-peer payments,45881799,153327336656.7779
2402,jharkhand,2022,1,Recharge & bill payments,11502811,5765898871.819412
2403,jharkhand,2022,1,Financial Services,67502,72095750.37612481
2404,jharkhand,2022,1,Others,241051,130193505.37404194
2405,jharkhand,2022,2,Merchant payments,67435024,44149892984.34711
2406,jharkhand,2022,2,Peer-to-peer payments,52086790,175208899196.82
2407,jharkhand,2022,2,Recharge & bill payments,13145888,6119623547.3009
2408,jharkhand,2022,2,Financial Services,50361,53281830.624961995
2409,jharkhand,2022,2,Others,207212,104530269.04482636
2410,jharkhand,2022,4,Merchant payments,91863987,57173653531.6919
2411,jharkhand,2022,4,Peer-to-peer payments,68045210,212953650396.96683
2412,jharkhand,2022,4,Recharge & bill payments,15110623,7625380765.3711195
2413,jharkhand,2022,4,Financial Services,81074,89276259.66683595
2414,jharkhand,2022,4,Others,199198,129776494.88471407
2415,jharkhand,2022,3,Merchant payments,74816586,45850919744.1592
2416,jharkhand,2022,3,Peer-to-peer payments,57285937,176549466282.04382
2417,jharkhand,2022,3,Recharge & bill payments,14462031,6838978157.223744
2418,jharkhand,2022,3,Financial Services,68467,69016067.83164982
2419,jharkhand,2022,3,Others,182311,104503812.69942513
2420,lakshadweep,2023,1,Peer-to-peer payments,14918,73202195.0
2421,lakshadweep,2023,1,Recharge & bill payments,8287,3929048.0
2422,lakshadweep,2023,1,Merchant payments,6123,7988014.0
2423,lakshadweep,2023,1,Financial Services,153,160430.0
2424,lakshadweep,2023,1,Others,39,42274.0
2425,lakshadweep,2023,2,Peer-to-peer payments,16924,80630344.0
2426,lakshadweep,2023,2,Merchant payments,9524,12585603.0
2427,lakshadweep,2023,2,Recharge & bill payments,8287,4632264.0
2428,lakshadweep,2023,2,Financial Services,105,52460.0
2429,lakshadweep,2023,2,Others,78,86767.0
2430,lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999
2431,lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832
2432,lakshadweep,2020,1,Merchant payments,387,216594.03077193064
2433,lakshadweep,2020,1,Others,12,33192.017283045374
2434,lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572
2435,lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092
2436,lakshadweep,2020,2,Merchant payments,472,971609.4583537823
2437,lakshadweep,2020,2,Financial Services,60,158593.59701229632
2438,lakshadweep,2020,2,Others,15,32419.703092655054
2439,lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799235
2440,lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665
2441,lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938
2442,lakshadweep,2020,4,Financial Services,22,13968.7539965527
2443,lakshadweep,2020,4,Others,32,86826.16675951776
2444,lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269
2445,lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835
2446,lakshadweep,2020,3,Merchant payments,903,842981.169451366
2447,lakshadweep,2020,3,Financial Services,27,45457.50970027798
2448,lakshadweep,2020,3,Others,17,42055.45694608544
2449,lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929
2450,lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514
2451,lakshadweep,2019,1,Merchant payments,113,183062.1455975621
2452,lakshadweep,2019,1,Others,12,27795.441220958
2453,lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296
2454,lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196
2455,lakshadweep,2019,2,Merchant payments,137,190716.5411561734
2456,lakshadweep,2019,2,Others,23,12340.30958308919
2457,lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766
2458,lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496
2459,lakshadweep,2019,4,Merchant payments,188,211413.62244321496
2460,lakshadweep,2019,4,Financial Services,2,34.39721181625656
2461,lakshadweep,2019,4,Others,21,56896.23813384895
2462,lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635
2463,lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446
2464,lakshadweep,2019,3,Merchant payments,111,215159.68119447335
2465,lakshadweep,2019,3,Others,10,10278.678434187355
2466,lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147
2467,lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704
2468,lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906
2469,lakshadweep,2021,1,Financial Services,19,15929.095105497145
2470,lakshadweep,2021,1,Others,46,92715.5843109472
2471,lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295
2472,lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483
2473,lakshadweep,2021,2,Merchant payments,1743,1525331.9146529401
2474,lakshadweep,2021,2,Financial Services,29,15052.018496008179
2475,lakshadweep,2021,2,Others,44,101366.40306045809
2476,lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765
2477,lakshadweep,2021,4,Recharge & bill payments,5355,2093901.2918026838
2478,lakshadweep,2021,4,Merchant payments,2872,4071239.087436496
2479,lakshadweep,2021,4,Financial Services,27,19994.541946360278
2480,lakshadweep,2021,4,Others,62,116381.74598782149
2481,lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854
2482,lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956
2483,lakshadweep,2021,3,Merchant payments,2450,2750367.063028222
2484,lakshadweep,2021,3,Financial Services,48,137227.35390598275
2485,lakshadweep,2021,3,Others,32,73174.28816768769
2486,lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597143
2487,lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074
2488,lakshadweep,2018,1,Merchant payments,5,590.7505138175776
2489,lakshadweep,2018,1,Others,8,6310.102519157715
2490,lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379
2491,lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042
2492,lakshadweep,2018,2,Merchant payments,42,64568.47789279556
2493,lakshadweep,2018,2,Financial Services,6,9134.413223158994
2494,lakshadweep,2018,2,Others,19,3780.7695141997474
2495,lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404
2496,lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924
2497,lakshadweep,2018,4,Merchant payments,144,262079.85573632165
2498,lakshadweep,2018,4,Financial Services,6,389.8932323919954
2499,lakshadweep,2018,4,Others,11,8312.430483153179
2500,lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305
2501,lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416
2502,lakshadweep,2018,3,Merchant payments,87,94046.43333034206
2503,lakshadweep,2018,3,Others,15,17958.809570422687
2504,lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763
2505,lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537
2506,lakshadweep,2022,1,Merchant payments,3048,3838358.3586293925
2507,lakshadweep,2022,1,Financial Services,39,38274.22628876488
2508,lakshadweep,2022,1,Others,63,149355.3310943247
2509,lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901
2510,lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198
2511,lakshadweep,2022,2,Merchant payments,3602,4895657.060086848
2512,lakshadweep,2022,2,Financial Services,59,87127.8249489804
2513,lakshadweep,2022,2,Others,51,108944.34272364664
2514,lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243
2515,lakshadweep,2022,4,Recharge & bill payments,4557,2024739.1542023947
2516,lakshadweep,2022,4,Merchant payments,3819,5250991.002376802
2517,lakshadweep,2022,4,Financial Services,35,26453.0247779254
2518,lakshadweep,2022,4,Others,50,61304.43025482374
2519,lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238
2520,lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425
2521,lakshadweep,2022,3,Merchant payments,3142,5469200.646094429
2522,lakshadweep,2022,3,Financial Services,64,63629.88416689246
2523,lakshadweep,2022,3,Others,61,81636.9547320153
2524,punjab,2023,1,Merchant payments,50683710,37462999833.0
2525,punjab,2023,1,Peer-to-peer payments,33701280,126365345151.0
2526,punjab,2023,1,Recharge & bill payments,12305439,11478972029.0
2527,punjab,2023,1,Financial Services,70521,79209681.0
2528,punjab,2023,1,Others,149871,122150166.0
2529,punjab,2023,2,Merchant payments,64565961,41553118124.0
2530,punjab,2023,2,Peer-to-peer payments,39301140,140243650141.0
2531,punjab,2023,2,Recharge & bill payments,13207924,12183745216.0
2532,punjab,2023,2,Financial Services,76961,95312222.0
2533,punjab,2023,2,Others,138303,105749751.0
2534,punjab,2020,1,Peer-to-peer payments,6339183,26350005915.230072
2535,punjab,2020,1,Recharge & bill payments,4935115,2767419472.6505165
2536,punjab,2020,1,Merchant payments,3838480,2196329615.3949203
2537,punjab,2020,1,Financial Services,17924,10987850.955996178
2538,punjab,2020,1,Others,87082,49442411.668161854
2539,punjab,2020,2,Recharge & bill payments,6064807,3089758241.1281967
2540,punjab,2020,2,Peer-to-peer payments,5639212,25074384847.498463
2541,punjab,2020,2,Merchant payments,2290868,2058898904.3613408
2542,punjab,2020,2,Financial Services,23314,23704957.876037344
2543,punjab,2020,2,Others,63093,37907301.34960769
2544,punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83391
2545,punjab,2020,4,Merchant payments,7144295,6142380827.109474
2546,punjab,2020,4,Recharge & bill payments,6072201,4201551869.9511185
2547,punjab,2020,4,Financial Services,38820,51677182.316327386
2548,punjab,2020,4,Others,133204,92887343.34418696
2549,punjab,2020,3,Peer-to-peer payments,7354451,32477438924.476498
2550,punjab,2020,3,Recharge & bill payments,5478668,4066750820.6407743
2551,punjab,2020,3,Merchant payments,4261548,3490665357.291087
2552,punjab,2020,3,Financial Services,32390,42060249.32847581
2553,punjab,2020,3,Others,82516,46176796.076553434
2554,punjab,2019,1,Peer-to-peer payments,4026294,12027441595.712797
2555,punjab,2019,1,Recharge & bill payments,2304690,986004867.8072444
2556,punjab,2019,1,Merchant payments,711152,478382600.617519
2557,punjab,2019,1,Financial Services,45621,6871295.954710579
2558,punjab,2019,1,Others,84380,75789641.76089522
2559,punjab,2019,2,Peer-to-peer payments,4140474,16258891447.321405
2560,punjab,2019,2,Recharge & bill payments,2815047,1440058991.4565237
2561,punjab,2019,2,Merchant payments,1407963,815090878.0150015
2562,punjab,2019,2,Financial Services,37435,6876144.454559349
2563,punjab,2019,2,Others,108911,93875933.52482703
2564,punjab,2019,4,Peer-to-peer payments,6386367,25564144629.75061
2565,punjab,2019,4,Recharge & bill payments,4068332,2622222199.1884565
2566,punjab,2019,4,Merchant payments,3122413,1741259163.3677325
2567,punjab,2019,4,Financial Services,22956,6382345.429778575
2568,punjab,2019,4,Others,98557,55793908.45587015
2569,punjab,2019,3,Peer-to-peer payments,4726946,19146726286.636036
2570,punjab,2019,3,Recharge & bill payments,3455594,2481094964.9170833
2571,punjab,2019,3,Merchant payments,2374014,1183743251.2734203
2572,punjab,2019,3,Financial Services,32359,7912219.734296376
2573,punjab,2019,3,Others,117899,86338883.28250344
2574,punjab,2021,1,Peer-to-peer payments,10951083,46908632143.31532
2575,punjab,2021,1,Merchant payments,9333364,7651004598.907397
2576,punjab,2021,1,Recharge & bill payments,6332928,3980874403.2760215
2577,punjab,2021,1,Financial Services,43094,52009482.41407214
2578,punjab,2021,1,Others,110366,98366463.19387978
2579,punjab,2021,2,Peer-to-peer payments,13180933,55282486111.30394
2580,punjab,2021,2,Merchant payments,11225598,9710508482.436422
2581,punjab,2021,2,Recharge & bill payments,7591039,4370756868.518326
2582,punjab,2021,2,Financial Services,46218,53309051.06501615
2583,punjab,2021,2,Others,127460,113998049.29147904
2584,punjab,2021,4,Merchant payments,22669743,20753662875.546524
2585,punjab,2021,4,Peer-to-peer payments,20663881,83611403637.31992
2586,punjab,2021,4,Recharge & bill payments,8765579,6107473171.935022
2587,punjab,2021,4,Financial Services,58581,86356456.60324252
2588,punjab,2021,4,Others,201576,151230100.5948589
2589,punjab,2021,3,Peer-to-peer payments,17024782,66149902036.358826
2590,punjab,2021,3,Merchant payments,16837685,14103740968.543571
2591,punjab,2021,3,Recharge & bill payments,8465739,5540272095.274853
2592,punjab,2021,3,Financial Services,43789,63576666.590925634
2593,punjab,2021,3,Others,161494,135069073.84402025
2594,punjab,2018,1,Recharge & bill payments,946338,196018621.35851485
2595,punjab,2018,1,Peer-to-peer payments,690684,2412434633.5413933
2596,punjab,2018,1,Merchant payments,87477,83873893.96204324
2597,punjab,2018,1,Financial Services,60688,11162488.423236402
2598,punjab,2018,1,Others,85246,77268587.56920797
2599,punjab,2018,2,Recharge & bill payments,1262450,395417027.849745
2600,punjab,2018,2,Peer-to-peer payments,1017159,4036457553.7177477
2601,punjab,2018,2,Merchant payments,147667,159406610.2632674
2602,punjab,2018,2,Financial Services,82256,17719391.411258094
2603,punjab,2018,2,Others,71631,75671628.7650177
2604,punjab,2018,4,Peer-to-peer payments,2269375,9404088424.489891
2605,punjab,2018,4,Recharge & bill payments,1817964,825449591.241031
2606,punjab,2018,4,Merchant payments,648096,455091549.5918779
2607,punjab,2018,4,Financial Services,62453,11832962.875482317
2608,punjab,2018,4,Others,89249,85520045.45150709
2609,punjab,2018,3,Peer-to-peer payments,1684209,6173898400.559117
2610,punjab,2018,3,Recharge & bill payments,1381730,622737633.7524918
2611,punjab,2018,3,Merchant payments,274458,194883994.57571086
2612,punjab,2018,3,Financial Services,54285,9429174.53468925
2613,punjab,2018,3,Others,67426,64737840.39918464
2614,punjab,2022,1,Merchant payments,25979197,23217511696.823074
2615,punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52362
2616,punjab,2022,1,Recharge & bill payments,9188439,6317909908.645241
2617,punjab,2022,1,Financial Services,57561,83933665.00820544
2618,punjab,2022,1,Others,178159,125418506.96271203
2619,punjab,2022,2,Merchant payments,35941880,28585688543.687046
2620,punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26062
2621,punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335
2622,punjab,2022,2,Financial Services,50483,57234782.46271807
2623,punjab,2022,2,Others,167081,111934787.80332904
2624,punjab,2022,4,Merchant payments,48358802,38162493193.40967
2625,punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99376
2626,punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328
2627,punjab,2022,4,Financial Services,62809,72160390.22791913
2628,punjab,2022,4,Others,141255,111559653.62333827
2629,punjab,2022,3,Merchant payments,43089589,32370885165.312702
2630,punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87231
2631,punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372
2632,punjab,2022,3,Financial Services,57979,68249938.53956848
2633,punjab,2022,3,Others,149921,107280498.83777893
2634,karnataka,2023,1,Merchant payments,1130908170,476183911608.0
2635,karnataka,2023,1,Peer-to-peer payments,596731227,1908849346648.0
2636,karnataka,2023,1,Recharge & bill payments,115567496,83516906348.0
2637,karnataka,2023,1,Financial Services,541652,829191703.0
2638,karnataka,2023,1,Others,948644,847870010.0
2639,karnataka,2023,2,Merchant payments,1282439025,553947152559.0
2640,karnataka,2023,2,Peer-to-peer payments,655334370,2131661599812.0
2641,karnataka,2023,2,Recharge & bill payments,128708109,90352839418.0
2642,karnataka,2023,2,Financial Services,564180,870214613.0
2643,karnataka,2023,2,Others,821842,767292428.0
2644,karnataka,2020,1,Merchant payments,132970737,40374401933.52864
2645,karnataka,2020,1,Peer-to-peer payments,100868460,297635301555.931
2646,karnataka,2020,1,Recharge & bill payments,35854971,14724886028.403404
2647,karnataka,2020,1,Financial Services,93648,110130184.7219853
2648,karnataka,2020,1,Others,1246074,557335296.81275
2649,karnataka,2020,2,Merchant payments,87251639,38463881234.4382
2650,karnataka,2020,2,Peer-to-peer payments,82118363,265767207470.16788
