,State,Year,Quarter,District_Pincode,Transaction_count,Transaction_amount
6228,bihar,2021,3,800020,1925842,3513843210.046955
6229,bihar,2021,3,845401,1804737,3566298125.1719537
6230,bihar,2021,3,854301,1606525,3058885710.2587314
6231,bihar,2021,3,845438,1511332,2977354343.512985
6232,bihar,2021,3,846004,1447174,2771835531.673978
6233,bihar,2018,1,800006,212121,159171214.37736017
6234,bihar,2018,1,800001,177256,242740752.86075908
6235,bihar,2018,1,800020,129071,141719795.45667207
6236,bihar,2018,1,845401,76416,76205305.71023783
6237,bihar,2018,1,800015,73983,86113679.88720965
6238,bihar,2018,1,800026,63136,65482638.45705159
6239,bihar,2018,1,842002,57670,62632203.02038415
6240,bihar,2018,1,845438,56011,62629397.884726554
6241,bihar,2018,1,823001,51768,56179994.08014351
6242,bihar,2018,1,842001,46883,60539500.78249085
6243,bihar,2018,2,800006,289074,284053574.9517867
6244,bihar,2018,2,800001,251222,436289857.3300867
6245,bihar,2018,2,800020,184124,255946632.57811296
6246,bihar,2018,2,845401,105036,162911019.6857878
6247,bihar,2018,2,800026,87771,116753830.30754867
6248,bihar,2018,2,845438,78684,121397716.48532248
6249,bihar,2018,2,800015,77783,119762207.01277034
6250,bihar,2018,2,842002,74853,120529274.24303168
6251,bihar,2018,2,823001,71312,105788794.43860908
6252,bihar,2018,2,848101,67307,106553126.6398482
6253,bihar,2018,4,800006,609082,621980077.1833534
6254,bihar,2018,4,800001,473734,895379122.1504146
6255,bihar,2018,4,800020,374925,529771138.91346085
6256,bihar,2018,4,845401,214245,350163438.0688036
6257,bihar,2018,4,800026,174944,246617786.26745346
6258,bihar,2018,4,823001,147970,238003492.19729108
6259,bihar,2018,4,845438,141044,280612315.0962795
6260,bihar,2018,4,823003,127993,135362803.87479296
6261,bihar,2018,4,803216,117853,144230280.88431478
6262,bihar,2018,4,800015,114208,204782186.69501713
6263,bihar,2018,3,800006,665118,534610346.8106643
6264,bihar,2018,3,800001,456327,682307785.8479953
6265,bihar,2018,3,800020,446790,456664134.69922477
6266,bihar,2018,3,823003,212925,150070734.33575743
6267,bihar,2018,3,800026,206452,216392120.6555946
6268,bihar,2018,3,823001,197591,199191313.73717746
6269,bihar,2018,3,803216,190750,149096760.3603963
6270,bihar,2018,3,845401,179174,236464210.74990353
6271,bihar,2018,3,823002,175214,142041738.2368906
6272,bihar,2018,3,821115,161490,155866915.52145478
6273,bihar,2022,1,800001,68427326,126972470461.14954
6274,bihar,2022,1,841226,4833682,10008000756.063059
6275,bihar,2022,1,812002,3889495,7351116893.808239
6276,bihar,2022,1,800006,3151661,3792265128.8394628
6277,bihar,2022,1,842002,2842139,5813695283.493809
6278,bihar,2022,1,845401,2767467,5538218411.768909
6279,bihar,2022,1,800020,2583780,4732030287.485733
6280,bihar,2022,1,845438,2420905,4721948430.44448
6281,bihar,2022,1,854301,2370632,4459424719.525084
6282,bihar,2022,1,846004,2041031,3963164395.204203
6283,bihar,2022,2,800001,90260337,162195041186.36072
6284,bihar,2022,2,841226,6002826,12042225104.468521
6285,bihar,2022,2,812002,5661855,10204096684.19675
6286,bihar,2022,2,800006,4555200,4819612056.01122
6287,bihar,2022,2,842002,3577125,7087839557.170109
6288,bihar,2022,2,845401,3415935,6530583694.275953
6289,bihar,2022,2,800020,3287150,5727543832.128673
6290,bihar,2022,2,854301,3017014,5476021343.766986
6291,bihar,2022,2,845438,2847567,5431983554.738285
6292,bihar,2022,2,846004,2555939,4902490990.381883
6293,bihar,2022,4,800001,167166031,269652534972.60126
6294,bihar,2022,4,800015,17566147,27714143854.977497
6295,bihar,2022,4,844101,4894839,8987133396.587275
6296,bihar,2022,4,800006,4869130,4892331289.159679
6297,bihar,2022,4,843322,4746967,7849350021.641497
6298,bihar,2022,4,842002,4374147,7621459037.438929
6299,bihar,2022,4,845401,4219087,7363056994.768413
6300,bihar,2022,4,841226,3978487,7587321140.147544
6301,bihar,2022,4,845438,3713414,6425533380.435417
6302,bihar,2022,4,800020,3626280,5863096028.653491
6303,bihar,2022,3,800001,143978604,226644911906.22284
6304,bihar,2022,3,800015,14642589,22275896214.343235
6305,bihar,2022,3,843322,6216302,10002272062.000242
6306,bihar,2022,3,800006,4989994,4765165736.824183
6307,bihar,2022,3,848101,4686576,7739632711.689734
6308,bihar,2022,3,842002,4602821,8050870275.187765
6309,bihar,2022,3,845401,3626302,6160905019.000635
6310,bihar,2022,3,800020,3427686,5587486835.51466
6311,bihar,2022,3,845438,3049811,5227197307.074066
6312,bihar,2022,3,841226,2723175,5312121784.9558325
6313,andaman-&-nicobar-islands,2023,1,744103,503053,969594706.0
6314,andaman-&-nicobar-islands,2023,1,744105,418090,774570559.0
6315,andaman-&-nicobar-islands,2023,1,744101,403456,749508057.0
6316,andaman-&-nicobar-islands,2023,1,744102,222855,427240840.0
6317,andaman-&-nicobar-islands,2023,1,744104,118286,201531285.0
6318,andaman-&-nicobar-islands,2023,1,744211,107424,263885620.0
6319,andaman-&-nicobar-islands,2023,1,744107,92715,168098531.0
6320,andaman-&-nicobar-islands,2023,1,744112,76246,131598911.0
6321,andaman-&-nicobar-islands,2023,1,744202,59440,165959850.0
6322,andaman-&-nicobar-islands,2023,1,744301,55605,111713635.0
6323,andaman-&-nicobar-islands,2023,2,744103,597774,1119274409.0
6324,andaman-&-nicobar-islands,2023,2,744105,507585,916209552.0
6325,andaman-&-nicobar-islands,2023,2,744101,486154,824857096.0
6326,andaman-&-nicobar-islands,2023,2,744102,269165,458977445.0
6327,andaman-&-nicobar-islands,2023,2,744104,134785,205244167.0
6328,andaman-&-nicobar-islands,2023,2,744107,114795,194986633.0
6329,andaman-&-nicobar-islands,2023,2,744211,106510,222510323.0
6330,andaman-&-nicobar-islands,2023,2,744112,89784,147571191.0
6331,andaman-&-nicobar-islands,2023,2,744202,72315,211302035.0
6332,andaman-&-nicobar-islands,2023,2,744301,63841,134197959.0
6333,andaman-&-nicobar-islands,2020,1,744101,11793,58229349.02415232
6334,andaman-&-nicobar-islands,2020,1,744103,5870,22009443.073053975
6335,andaman-&-nicobar-islands,2020,1,744105,4635,16774043.311987936
6336,andaman-&-nicobar-islands,2020,1,744102,3820,14517706.12269676
6337,andaman-&-nicobar-islands,2020,1,744211,1837,8425387.79004211
6338,andaman-&-nicobar-islands,2020,1,744301,1819,6901162.107519586
6339,andaman-&-nicobar-islands,2020,1,744202,1794,5037742.395579022
6340,andaman-&-nicobar-islands,2020,1,744104,1302,5293130.290633954
6341,andaman-&-nicobar-islands,2020,1,744201,1157,1242638.821252932
6342,andaman-&-nicobar-islands,2020,1,744107,1043,2990354.4448547475
6343,andaman-&-nicobar-islands,2020,2,744101,11868,48293323.21851964
6344,andaman-&-nicobar-islands,2020,2,744103,10035,26197535.98945152
6345,andaman-&-nicobar-islands,2020,2,744105,9341,23203019.858980607
6346,andaman-&-nicobar-islands,2020,2,744102,6012,17786750.907515876
6347,andaman-&-nicobar-islands,2020,2,744202,3722,8924121.010762567
6348,andaman-&-nicobar-islands,2020,2,744107,2555,3980470.6853698147
6349,andaman-&-nicobar-islands,2020,2,744301,2275,9055232.527755566
6350,andaman-&-nicobar-islands,2020,2,744211,2045,3319717.6328789736
6351,andaman-&-nicobar-islands,2020,2,744205,1847,4459064.90732021
6352,andaman-&-nicobar-islands,2020,2,744104,1840,3334591.822304932
6353,andaman-&-nicobar-islands,2020,4,744103,46884,138264791.5489212
6354,andaman-&-nicobar-islands,2020,4,744101,40392,136401368.02166596
6355,andaman-&-nicobar-islands,2020,4,744105,34410,87838226.93633425
6356,andaman-&-nicobar-islands,2020,4,744102,26694,76348598.32238364
6357,andaman-&-nicobar-islands,2020,4,744202,10949,25543799.074759968
6358,andaman-&-nicobar-islands,2020,4,744107,9743,18083250.19055397
6359,andaman-&-nicobar-islands,2020,4,744104,7654,19126095.533284884
6360,andaman-&-nicobar-islands,2020,4,744112,7016,15890275.050448488
6361,andaman-&-nicobar-islands,2020,4,744205,5118,12002695.281042248
6362,andaman-&-nicobar-islands,2020,4,744201,5011,6777275.536669218
6363,andaman-&-nicobar-islands,2020,3,744101,24386,100439119.66860783
6364,andaman-&-nicobar-islands,2020,3,744103,21272,60332278.69396809
6365,andaman-&-nicobar-islands,2020,3,744105,17166,44061506.56273589
6366,andaman-&-nicobar-islands,2020,3,744102,13934,43077189.842844136
6367,andaman-&-nicobar-islands,2020,3,744202,5779,11975748.707876923
6368,andaman-&-nicobar-islands,2020,3,744107,4753,7628018.669464628
6369,andaman-&-nicobar-islands,2020,3,744104,3468,7353834.51320935
6370,andaman-&-nicobar-islands,2020,3,744112,3422,6067986.696111794
6371,andaman-&-nicobar-islands,2020,3,744301,3071,13352610.531559702
6372,andaman-&-nicobar-islands,2020,3,744205,2991,7535645.788593667
6373,andaman-&-nicobar-islands,2019,1,744103,5742,19401964.77965755
6374,andaman-&-nicobar-islands,2019,1,744101,5156,15501306.227195919
6375,andaman-&-nicobar-islands,2019,1,744102,3925,16683547.094795756
6376,andaman-&-nicobar-islands,2019,1,744105,3553,11588669.48032856
6377,andaman-&-nicobar-islands,2019,1,744104,2833,9141657.219605077
6378,andaman-&-nicobar-islands,2019,1,744211,1511,5794838.401831552
6379,andaman-&-nicobar-islands,2019,1,744202,1112,3613381.294736007
6380,andaman-&-nicobar-islands,2019,1,744107,1029,3592930.2975779255
6381,andaman-&-nicobar-islands,2019,1,744301,920,4652963.41114777
6382,andaman-&-nicobar-islands,2019,1,744112,802,1893718.6537822199
6383,andaman-&-nicobar-islands,2019,2,744104,6142,15625676.560883244
6384,andaman-&-nicobar-islands,2019,2,744103,5847,23751450.067206983
6385,andaman-&-nicobar-islands,2019,2,744101,4863,19061125.41121897
6386,andaman-&-nicobar-islands,2019,2,744102,4120,18948733.987097777
6387,andaman-&-nicobar-islands,2019,2,744105,3500,13418692.199162653
6388,andaman-&-nicobar-islands,2019,2,744202,1153,3619993.3910789257
6389,andaman-&-nicobar-islands,2019,2,744107,1124,2967445.3902032813
6390,andaman-&-nicobar-islands,2019,2,744211,1047,3168331.9917352106
6391,andaman-&-nicobar-islands,2019,2,744301,1007,4849284.51925976
6392,andaman-&-nicobar-islands,2019,2,744112,763,2928099.608406143
6393,andaman-&-nicobar-islands,2019,4,744104,6633,20626642.701508522
6394,andaman-&-nicobar-islands,2019,4,744101,5282,23247752.473849062
6395,andaman-&-nicobar-islands,2019,4,744103,4840,19792507.955761045
6396,andaman-&-nicobar-islands,2019,4,744105,3528,15302141.17488026
6397,andaman-&-nicobar-islands,2019,4,744102,3237,15350444.97320769
6398,andaman-&-nicobar-islands,2019,4,744202,1783,5800016.5561128855
6399,andaman-&-nicobar-islands,2019,4,744211,1596,7908264.721918669
6400,andaman-&-nicobar-islands,2019,4,744301,1549,7056478.928838715
6401,andaman-&-nicobar-islands,2019,4,744201,886,946768.0636478986
6402,andaman-&-nicobar-islands,2019,4,744107,777,3030368.911900454
6403,andaman-&-nicobar-islands,2019,3,744103,5680,19906337.014255583
6404,andaman-&-nicobar-islands,2019,3,744101,5606,18745152.093515635
6405,andaman-&-nicobar-islands,2019,3,744104,4786,15754793.354826454
6406,andaman-&-nicobar-islands,2019,3,744102,3643,14572605.602745283
6407,andaman-&-nicobar-islands,2019,3,744105,3512,11767223.99688773
6408,andaman-&-nicobar-islands,2019,3,744202,1417,3875602.0982028744
6409,andaman-&-nicobar-islands,2019,3,744301,1402,6195496.621729916
6410,andaman-&-nicobar-islands,2019,3,744211,1118,2983697.449378184
6411,andaman-&-nicobar-islands,2019,3,744107,914,1988299.759710987
6412,andaman-&-nicobar-islands,2019,3,744112,833,2198831.6919406196
6413,andaman-&-nicobar-islands,2021,1,744101,55726,190830957.0606181
6414,andaman-&-nicobar-islands,2021,1,744103,47328,158404100.7854989
6415,andaman-&-nicobar-islands,2021,1,744105,35467,111571687.43195169
6416,andaman-&-nicobar-islands,2021,1,744102,23957,80750048.8238959
6417,andaman-&-nicobar-islands,2021,1,744211,10648,34956327.94105429
6418,andaman-&-nicobar-islands,2021,1,744202,10597,28127629.877961583
6419,andaman-&-nicobar-islands,2021,1,744107,8848,19627951.469969153
6420,andaman-&-nicobar-islands,2021,1,744104,8799,27854306.51949638
6421,andaman-&-nicobar-islands,2021,1,744112,7113,21084790.0528014
6422,andaman-&-nicobar-islands,2021,1,744301,5630,22671937.31314759
6423,andaman-&-nicobar-islands,2021,2,744101,73334,227585492.7414593
6424,andaman-&-nicobar-islands,2021,2,744103,66321,174752815.1688521
6425,andaman-&-nicobar-islands,2021,2,744105,52645,134835744.22049245
6426,andaman-&-nicobar-islands,2021,2,744102,34289,100890426.76234055
6427,andaman-&-nicobar-islands,2021,2,744202,16476,40647907.96960775
6428,andaman-&-nicobar-islands,2021,2,744107,14524,24690581.539094776
6429,andaman-&-nicobar-islands,2021,2,744104,11278,28333852.06159348
6430,andaman-&-nicobar-islands,2021,2,744211,10182,20377949.346094526
6431,andaman-&-nicobar-islands,2021,2,744112,9635,21637658.167199604
6432,andaman-&-nicobar-islands,2021,2,744301,8463,27666837.39688266
6433,andaman-&-nicobar-islands,2021,4,744101,165719,533026207.9731797
6434,andaman-&-nicobar-islands,2021,4,744103,121613,372243734.27985656
6435,andaman-&-nicobar-islands,2021,4,744105,95028,281223411.7435058
6436,andaman-&-nicobar-islands,2021,4,744102,58258,174623253.47653326
6437,andaman-&-nicobar-islands,2021,4,744211,27938,94222862.10725296
6438,andaman-&-nicobar-islands,2021,4,744104,25662,69245386.0816525
6439,andaman-&-nicobar-islands,2021,4,744202,21913,67790798.04849821
6440,andaman-&-nicobar-islands,2021,4,744107,21397,52036029.9980372
6441,andaman-&-nicobar-islands,2021,4,744112,18915,55448543.43365714
6442,andaman-&-nicobar-islands,2021,4,744301,14553,47792330.70050094
6443,andaman-&-nicobar-islands,2021,3,744101,116324,388328168.7639693
6444,andaman-&-nicobar-islands,2021,3,744103,84790,246433385.80990067
6445,andaman-&-nicobar-islands,2021,3,744105,67257,185238368.4767078
6446,andaman-&-nicobar-islands,2021,3,744102,43850,131239564.16909727
6447,andaman-&-nicobar-islands,2021,3,744202,19088,48475163.574293144
6448,andaman-&-nicobar-islands,2021,3,744107,16203,37962312.09641009
6449,andaman-&-nicobar-islands,2021,3,744104,14657,35301326.114471875
6450,andaman-&-nicobar-islands,2021,3,744112,11565,28491553.61094001
6451,andaman-&-nicobar-islands,2021,3,744301,11553,43464511.051198
6452,andaman-&-nicobar-islands,2021,3,744211,9655,19497765.257140517
6453,andaman-&-nicobar-islands,2018,1,744101,1622,2769297.9039997994
6454,andaman-&-nicobar-islands,2018,1,744103,1223,2238041.8716124697
6455,andaman-&-nicobar-islands,2018,1,744102,969,3519059.937562449
6456,andaman-&-nicobar-islands,2018,1,744105,685,1298560.9515503529
6457,andaman-&-nicobar-islands,2018,1,744104,340,1039715.3111450541
6458,andaman-&-nicobar-islands,2018,1,744107,302,556059.5308556345
6459,andaman-&-nicobar-islands,2018,1,744301,283,445739.1633851439
6460,andaman-&-nicobar-islands,2018,1,744112,269,333709.56700413954
6461,andaman-&-nicobar-islands,2018,1,744202,193,238914.01667155625
6462,andaman-&-nicobar-islands,2018,1,744302,168,547469.6509380838
6463,andaman-&-nicobar-islands,2018,2,744101,2701,6310089.917084678
6464,andaman-&-nicobar-islands,2018,2,744103,1965,4752146.698501162
6465,andaman-&-nicobar-islands,2018,2,744102,1525,5810267.574788321
6466,andaman-&-nicobar-islands,2018,2,744105,997,2200332.971862734
6467,andaman-&-nicobar-islands,2018,2,744301,767,1953749.3787199226
6468,andaman-&-nicobar-islands,2018,2,744104,659,1650346.1906506256
6469,andaman-&-nicobar-islands,2018,2,744107,594,1601569.9821441039
6470,andaman-&-nicobar-islands,2018,2,744112,432,578829.1795229593
6471,andaman-&-nicobar-islands,2018,2,744202,405,626523.9803147907
6472,andaman-&-nicobar-islands,2018,2,744302,291,1026590.0735863491
6473,andaman-&-nicobar-islands,2018,4,744101,4674,16392855.280625317
6474,andaman-&-nicobar-islands,2018,4,744103,4576,17022520.257624768
6475,andaman-&-nicobar-islands,2018,4,744102,3306,17019977.183053624
6476,andaman-&-nicobar-islands,2018,4,744105,2513,9935282.832151461
6477,andaman-&-nicobar-islands,2018,4,744104,1432,6091757.917089159
6478,andaman-&-nicobar-islands,2018,4,744211,1225,3451359.606027063
6479,andaman-&-nicobar-islands,2018,4,744301,928,4606293.657525641
6480,andaman-&-nicobar-islands,2018,4,744112,759,2208675.0435713646
6481,andaman-&-nicobar-islands,2018,4,744107,747,1825659.5128978956
6482,andaman-&-nicobar-islands,2018,4,744202,702,3797054.1677634423
6483,andaman-&-nicobar-islands,2018,3,744101,3462,10833893.444488766
6484,andaman-&-nicobar-islands,2018,3,744103,3182,10184154.358592123
6485,andaman-&-nicobar-islands,2018,3,744102,2224,10365275.479700703
6486,andaman-&-nicobar-islands,2018,3,744105,1613,5152534.080403434
6487,andaman-&-nicobar-islands,2018,3,744104,1029,2588077.6866583927
6488,andaman-&-nicobar-islands,2018,3,744301,975,4256576.349618757
6489,andaman-&-nicobar-islands,2018,3,744112,579,1145815.7801705198
6490,andaman-&-nicobar-islands,2018,3,744107,547,1492405.302862124
6491,andaman-&-nicobar-islands,2018,3,744302,417,1976781.9199490356
6492,andaman-&-nicobar-islands,2018,3,744202,341,2099404.0789861116
6493,andaman-&-nicobar-islands,2022,1,744101,209941,615978080.6944855
6494,andaman-&-nicobar-islands,2022,1,744103,157230,399715980.1391735
6495,andaman-&-nicobar-islands,2022,1,744105,122716,321850608.7396423
6496,andaman-&-nicobar-islands,2022,1,744102,74883,193336549.94178736
6497,andaman-&-nicobar-islands,2022,1,744104,32471,72915521.83614868
6498,andaman-&-nicobar-islands,2022,1,744211,30272,86955570.58655271
6499,andaman-&-nicobar-islands,2022,1,744107,25379,58776727.62636636
6500,andaman-&-nicobar-islands,2022,1,744202,24022,68519268.77643085
6501,andaman-&-nicobar-islands,2022,1,744112,23471,55469783.6622991
6502,andaman-&-nicobar-islands,2022,1,744301,17630,56879992.28461884
6503,andaman-&-nicobar-islands,2022,2,744101,252722,702122365.3629664
6504,andaman-&-nicobar-islands,2022,2,744103,230746,561168775.5622396
6505,andaman-&-nicobar-islands,2022,2,744105,176252,415796516.6034926
6506,andaman-&-nicobar-islands,2022,2,744102,101551,240451609.192299
6507,andaman-&-nicobar-islands,2022,2,744104,47069,94335358.34017953
6508,andaman-&-nicobar-islands,2022,2,744211,40245,108788594.62847154
6509,andaman-&-nicobar-islands,2022,2,744107,36402,82851064.58195859
6510,andaman-&-nicobar-islands,2022,2,744112,32548,70178309.12885833
6511,andaman-&-nicobar-islands,2022,2,744202,27750,84587978.8405464
6512,andaman-&-nicobar-islands,2022,2,744301,26170,74485462.68044695
6513,andaman-&-nicobar-islands,2022,4,744104,684366,1309407988.2902
6514,andaman-&-nicobar-islands,2022,4,744103,304600,612929267.1773143
6515,andaman-&-nicobar-islands,2022,4,744105,258097,505662756.1128938
6516,andaman-&-nicobar-islands,2022,4,744101,243494,467192496.17391205
6517,andaman-&-nicobar-islands,2022,4,744102,134923,264371699.73904055
6518,andaman-&-nicobar-islands,2022,4,744211,56491,137253267.66612908
6519,andaman-&-nicobar-islands,2022,4,744107,54192,104539818.47127225
6520,andaman-&-nicobar-islands,2022,4,744112,46364,82461782.47749998
6521,andaman-&-nicobar-islands,2022,4,744202,34689,94217164.85909571
6522,andaman-&-nicobar-islands,2022,4,744301,33669,82466591.07632071
6523,andaman-&-nicobar-islands,2022,3,744104,497273,951370315.4090765
6524,andaman-&-nicobar-islands,2022,3,744103,259994,545653686.3062732
6525,andaman-&-nicobar-islands,2022,3,744101,213864,444967255.802143
6526,andaman-&-nicobar-islands,2022,3,744105,208055,438754611.5375265
6527,andaman-&-nicobar-islands,2022,3,744102,114416,239581586.790242
6528,andaman-&-nicobar-islands,2022,3,744107,40466,85492008.49477127
6529,andaman-&-nicobar-islands,2022,3,744112,38350,74030563.48358011
6530,andaman-&-nicobar-islands,2022,3,744211,37918,89671382.06901146
6531,andaman-&-nicobar-islands,2022,3,744202,29918,85509005.84576747
6532,andaman-&-nicobar-islands,2022,3,744301,27668,70002553.35288173
6533,arunachal-pradesh,2023,1,791110,1008590,1865632904.0
6534,arunachal-pradesh,2023,1,791111,831426,1477332363.0
6535,arunachal-pradesh,2023,1,791113,649989,1121559593.0
6536,arunachal-pradesh,2023,1,791102,447995,903434926.0
6537,arunachal-pradesh,2023,1,791001,366870,889778955.0
6538,arunachal-pradesh,2023,1,792103,365583,601422665.0
6539,arunachal-pradesh,2023,1,792001,362357,596015826.0
6540,arunachal-pradesh,2023,1,791109,346011,598732770.0
6541,arunachal-pradesh,2023,1,791112,271249,420585957.0
6542,arunachal-pradesh,2023,1,792110,257655,541516308.0
6543,arunachal-pradesh,2023,2,791110,1284096,2250046634.0
6544,arunachal-pradesh,2023,2,791111,1052500,1803211887.0
6545,arunachal-pradesh,2023,2,791113,876188,1385591554.0
6546,arunachal-pradesh,2023,2,791102,562332,1044263268.0
6547,arunachal-pradesh,2023,2,791001,513980,1133981925.0
6548,arunachal-pradesh,2023,2,792103,457250,726708001.0
6549,arunachal-pradesh,2023,2,792001,438532,644916082.0
6550,arunachal-pradesh,2023,2,791109,427364,717696530.0
6551,arunachal-pradesh,2023,2,791112,345029,495018657.0
6552,arunachal-pradesh,2023,2,791120,332910,680619706.0
6553,arunachal-pradesh,2020,1,791110,53858,134164730.89583132
6554,arunachal-pradesh,2020,1,791111,44651,118592432.50755887
6555,arunachal-pradesh,2020,1,791113,40087,114373417.73145652
6556,arunachal-pradesh,2020,1,791102,30846,73201195.2353644
6557,arunachal-pradesh,2020,1,792103,27462,65003236.302331895
6558,arunachal-pradesh,2020,1,790116,25027,68279455.36544603
6559,arunachal-pradesh,2020,1,790104,24414,66277727.27349471
6560,arunachal-pradesh,2020,1,792001,23370,55255805.31059417
6561,arunachal-pradesh,2020,1,791001,22588,54519489.86110417
6562,arunachal-pradesh,2020,1,791109,22374,43679801.42383069
6563,arunachal-pradesh,2020,2,791110,66660,161486745.43774873
6564,arunachal-pradesh,2020,2,791111,58840,143307742.43547845
6565,arunachal-pradesh,2020,2,791102,50996,97581020.8441248
6566,arunachal-pradesh,2020,2,791113,49710,128006452.94220668
6567,arunachal-pradesh,2020,2,792103,39797,83935770.26695053
6568,arunachal-pradesh,2020,2,791001,38760,84597533.513517
6569,arunachal-pradesh,2020,2,790104,34466,94485243.39779145
6570,arunachal-pradesh,2020,2,792001,33392,72498626.74427575
6571,arunachal-pradesh,2020,2,790116,28051,69882584.56823947
6572,arunachal-pradesh,2020,2,790101,27329,80597964.5697464
6573,arunachal-pradesh,2020,4,791110,115682,355243299.60706156
6574,arunachal-pradesh,2020,4,791113,100879,340893583.5488197
6575,arunachal-pradesh,2020,4,791111,96702,282834295.4196955
6576,arunachal-pradesh,2020,4,791102,74774,202391786.32094023
6577,arunachal-pradesh,2020,4,792103,53234,132562026.23941663
6578,arunachal-pradesh,2020,4,791001,51950,144602123.97611114
6579,arunachal-pradesh,2020,4,792001,51529,123814287.8204747
6580,arunachal-pradesh,2020,4,790104,51050,182176489.64400375
6581,arunachal-pradesh,2020,4,790116,40492,120719478.22915718
6582,arunachal-pradesh,2020,4,790101,36197,118862457.89585006
6583,arunachal-pradesh,2020,3,791113,85276,286434881.1365983
6584,arunachal-pradesh,2020,3,791110,83578,224119989.3692662
6585,arunachal-pradesh,2020,3,791111,73373,201615153.49178126
6586,arunachal-pradesh,2020,3,791102,59485,147103673.02159554
6587,arunachal-pradesh,2020,3,792103,43165,97856482.63015749
6588,arunachal-pradesh,2020,3,790104,42704,140524891.73905784
6589,arunachal-pradesh,2020,3,792001,40143,98429547.73142855
6590,arunachal-pradesh,2020,3,791001,39931,105026195.69865745
6591,arunachal-pradesh,2020,3,790116,34849,106829704.02580261
6592,arunachal-pradesh,2020,3,790101,31126,106324283.79932615
6593,arunachal-pradesh,2019,1,791110,21769,56305175.15742187
6594,arunachal-pradesh,2019,1,791111,18706,57464660.98623066
6595,arunachal-pradesh,2019,1,791102,14504,35128890.140528455
6596,arunachal-pradesh,2019,1,790116,13724,44410163.52148189
6597,arunachal-pradesh,2019,1,791109,11691,24669479.821121186
6598,arunachal-pradesh,2019,1,791113,10893,28900698.04714023
6599,arunachal-pradesh,2019,1,790104,10231,29899156.53443486
6600,arunachal-pradesh,2019,1,792103,10190,28841570.71793741
6601,arunachal-pradesh,2019,1,792001,9575,24797020.736688815
6602,arunachal-pradesh,2019,1,790101,9149,26500818.398213305
6603,arunachal-pradesh,2019,2,791110,28827,80501052.65730712
6604,arunachal-pradesh,2019,2,791111,24040,77741634.13628484
6605,arunachal-pradesh,2019,2,791102,14906,38658949.40199398
6606,arunachal-pradesh,2019,2,790116,13929,48120977.088281885
6607,arunachal-pradesh,2019,2,791113,12970,37636424.899820864
6608,arunachal-pradesh,2019,2,790104,12562,43392107.208877556
6609,arunachal-pradesh,2019,2,791109,12214,28228154.97606074
6610,arunachal-pradesh,2019,2,792001,11232,29778429.81452021
6611,arunachal-pradesh,2019,2,792103,11076,30442992.654754497
6612,arunachal-pradesh,2019,2,790101,10926,36302058.29929494
6613,arunachal-pradesh,2019,4,791110,46210,135166318.90100121
6614,arunachal-pradesh,2019,4,791111,38960,109780309.4691897
6615,arunachal-pradesh,2019,4,791113,25720,67044021.64216873
6616,arunachal-pradesh,2019,4,791102,25493,64172690.788512394
6617,arunachal-pradesh,2019,4,790104,23418,71137191.35286346
6618,arunachal-pradesh,2019,4,792103,22297,45950095.40587128
6619,arunachal-pradesh,2019,4,790101,22263,69716144.70739502
6620,arunachal-pradesh,2019,4,790116,21777,62382535.12190032
6621,arunachal-pradesh,2019,4,792001,18262,41638209.32032033
6622,arunachal-pradesh,2019,4,791109,17833,33159442.663443036
6623,arunachal-pradesh,2019,3,791110,38560,104152420.6903958
6624,arunachal-pradesh,2019,3,791111,32844,92522169.403638
6625,arunachal-pradesh,2019,3,791102,20744,50221808.10965951
6626,arunachal-pradesh,2019,3,791113,19591,49174022.06411387
6627,arunachal-pradesh,2019,3,790116,19201,53454221.51239009
6628,arunachal-pradesh,2019,3,790104,18759,57742402.565546624
6629,arunachal-pradesh,2019,3,792103,17253,38310432.22806125
6630,arunachal-pradesh,2019,3,790101,15882,43198540.62981644
6631,arunachal-pradesh,2019,3,792001,15645,35020210.50538105
6632,arunachal-pradesh,2019,3,791109,14867,29287244.191191502
6633,arunachal-pradesh,2021,1,791113,127025,394958954.74942803
6634,arunachal-pradesh,2021,1,791110,119184,404502103.3179444
6635,arunachal-pradesh,2021,1,791111,89356,307014656.8532768
6636,arunachal-pradesh,2021,1,791102,68000,211432038.67254648
6637,arunachal-pradesh,2021,1,792103,53040,141156670.32558545
6638,arunachal-pradesh,2021,1,791001,50407,164065117.88460803
6639,arunachal-pradesh,2021,1,792001,48954,130623865.61265224
6640,arunachal-pradesh,2021,1,790104,39581,151312863.21053433
6641,arunachal-pradesh,2021,1,791109,39332,128400296.63511801
6642,arunachal-pradesh,2021,1,790116,38205,115157748.78556368
6643,arunachal-pradesh,2021,2,791113,170268,432196673.5193349
6644,arunachal-pradesh,2021,2,791110,160245,449983951.208361
6645,arunachal-pradesh,2021,2,791111,122368,333974912.1268044
6646,arunachal-pradesh,2021,2,791102,87524,235678147.9304313
6647,arunachal-pradesh,2021,2,792103,76949,179343401.62470114
6648,arunachal-pradesh,2021,2,791001,68927,214550532.0577654
6649,arunachal-pradesh,2021,2,792001,64602,146046509.47044832
6650,arunachal-pradesh,2021,2,790104,52742,184653080.7391938
6651,arunachal-pradesh,2021,2,790116,52323,145624699.2825492
6652,arunachal-pradesh,2021,2,790101,48726,157622337.23185942
